sensor,pixel_fill_proxy,signal_retention,absolute_signal_error_K,valid
MODIS,0.0192,0.9850012556266542,0.1935851573944091,True
MODIS,0.0864,0.0767243119403216,0.255138099193573,True
MODIS,0.0378,0.0611714271520319,0.3531489074230194,True
MODIS,0.01979999999999995,0.1051325734082373,0.2706034779548645,True
MODIS,0.23850000000000002,1.3216400968517557,1.7289459705352783,True
MODIS,0.0414,0.1621188645054246,0.4955988079309463,True
MODIS,0.3804666666666667,0.124558943122236,0.46189790964126587,True
MODIS,0.3497142857142857,1.3940884601546664,0.37343421578407276,True
MODIS,0.01575,0.5989773767411836,0.06539636850357061,True
MODIS,0.0846,0.8992949896896836,0.2137398719787597,True
MODIS,0.10665,0.4073855521210628,1.0274579524993894,True
MODIS,0.057825,0.560869557840716,0.20457607507705688,True
MODIS,0.2754,0.4517579371167871,0.30667033791542053,True
MODIS,0.32527500000000004,0.0588786004987742,0.44316166639328,True
MODIS,0.52005,2.1726058647626507,0.1340506076812745,True
MODIS,0.2016,0.1289135975232991,0.0719152092933655,True
MODIS,0.1646999999999999,1.907918407230608,0.3110882341861724,True
MODIS,0.3090857142857143,0.2228176702117379,0.1260274648666381,True
MODIS,0.3137625,0.4863313549693138,0.0715079307556152,True
MODIS,0.14085,0.4012762373525463,0.7586361765861511,True
MODIS,0.18225,0.1610191823790354,0.3598386645317077,True
MODIS,0.28395,2.7118994827372864,1.6014597415924072,True
MODIS,0.0234,0.1992110437095577,1.8310343623161316,True
MODIS,0.22365,0.1678741872287761,1.515173614025116,True
MODIS,0.4033285714285714,1.2090433723674825,0.04148471355438241,True
MODIS,0.2784,0.063422865373932,0.48423177003860474,True
MODIS,0.0369,0.4088192756544185,0.3009305596351623,True
MODIS,0.3123,0.261709653599244,1.028778314590454,True
MODIS,0.13545,0.2243798393992333,0.1092401444911956,True
MODIS,0.44880000000000003,3.601845623200126,0.6042053401470184,True
MODIS,0.0864,4.753624574813418,0.2906411886215209,True
MODIS,0.286425,0.036696267425318,0.4922802597284317,True
MODIS,0.04949999999999995,0.7793834131286523,0.4262622743844986,True
MODIS,0.0378,0.1118036405434848,0.4033166170120239,True
MODIS,0.1026,0.957862634085662,0.2938601374626159,True
MODIS,0.47184000000000004,3.690201755221066,0.2861341834068298,True
MODIS,0.5978625,0.145811200686639,0.6853837966918945,True
MODIS,0.05894999999999995,0.9205536937725212,0.005981564521789495,True
MODIS,0.05895,1.0838041385521802,0.007791101932525593,True
MODIS,0.3631153846153846,0.0919044482255206,1.7184760570526125,True
MODIS,0.33975,0.0817202324498644,1.3549726605415344,True
MODIS,0.0072,0.1558393182151499,0.8983614444732666,True
MODIS,0.063,0.4823335457849665,0.4902803897857666,True
MODIS,0.24912,0.1493818113075048,1.0222445130348206,True
MODIS,0.05849999999999995,0.2511563342397802,0.6249013543128967,True
MODIS,0.0405,0.1318108723753298,0.453726589679718,True
MODIS,0.244575,1.3965142332517626,0.031313776969909696,True
MODIS,0.1467,1.923331589713104,0.5752610266208649,True
MODIS,0.28755,0.007737332814172,1.166275978088379,True
MODIS,0.11205,0.2291470473674199,0.9052411615848541,True
MODIS,0.0216,0.2482630151824746,0.8918036818504333,True
MODIS,0.0108,0.1256197903872084,0.918393075466156,True
MODIS,0.4509,0.2948494553230367,0.1538871526718139,True
MODIS,0.1143,0.3218309958689971,0.9060564041137695,True
MODIS,0.664959375,0.9070589650280716,0.05631864070892334,True
MODIS,0.20879999999999996,0.0313895310332004,2.0409069061279297,True
MODIS,0.3051,0.0120873911166493,2.2248497009277344,True
MODIS,0.4719,0.0668803373511624,2.8118642568588257,True
MODIS,0.2205,0.0378128659364531,2.9725924730300903,True
MODIS,0.52065,0.854096790306125,0.8365837633609772,True
MODIS,0.0126,0.0993332065577224,1.263829231262207,True
MODIS,0.21852,0.0253086778178998,1.3599646091461182,True
MODIS,0.0063,0.055970432674645,1.3120171427726746,True
MODIS,0.0423,0.0562364817905955,0.8729562759399414,True
MODIS,0.0207,0.0239178821169074,1.4606090188026428,True
MODIS,0.48526363636363634,0.4212474374653219,0.0885931849479675,True
MODIS,0.51318,0.103330174728501,0.3158002495765686,True
MODIS,0.018,1.0295505491476136,0.8226463794708252,True
MODIS,0.06659999999999995,1.9757219215656536,0.6141222715377808,True
MODIS,0.0054,1.0295505491476136,0.8226463794708252,True
MODIS,0.15255,0.1459027007784662,0.3859197199344635,True
MODIS,0.20106000000000002,0.2322934174307628,0.093292236328125,True
MODIS,0.3285,0.2442140771658972,0.09571883082389829,True
MODIS,0.0477,1.4235567780669267,0.2401096522808075,True
MODIS,0.5951739130434782,0.6266655873574422,0.09525614976882929,True
MODIS,0.027,1.4010986527431912,0.1525806188583374,True
MODIS,0.36719999999999997,0.9264419663722516,0.1552177667617797,True
MODIS,0.09135,2.1938366295969662,0.07403907179832458,True
MODIS,0.07807499999999998,0.3739897622051789,0.167498379945755,True
MODIS,0.0468,0.0245266315725044,0.7130743861198425,True
MODIS,0.0828,0.2165480894181898,0.14504152536392212,True
MODIS,0.02565,0.5756120939276136,0.16740351915359492,True
MODIS,0.0243,4.674940909863477,0.5939492583274841,True
MODIS,0.13905,0.6537085905591549,0.13008326292037958,True
MODIS,0.42345000000000005,0.114273296900881,0.3852047920227051,True
MODIS,0.5112599999999999,0.2364429902499175,0.1930195689201355,True
MODIS,0.2178,0.9466304696342888,0.2483232617378235,True
MODIS,0.036,0.1307050909114161,0.4072515964508056,True
MODIS,0.24966,0.3765191577337982,0.18139180541038508,True
MODIS,0.0063,1.6006385792622693,0.0672969222068787,True
MODIS,0.0072,0.5370307476435099,0.23485875129699707,True
MODIS,0.0369,0.3705185487626452,0.2977819442749023,True
MODIS,0.0153,0.1529901512864022,0.3160076141357422,True
MODIS,0.1848,0.0099649990529693,1.9434848427772518,True
MODIS,0.2953125,0.2863346648528346,0.1294193863868713,True
MODIS,0.3443,0.6332945130964528,0.2851121425628662,True
MODIS,0.0705,0.5433182116025896,0.0894160866737365,True
MODIS,0.17759999999999998,1.6982434259565076,0.345631182193756,True
MODIS,0.235575,0.032372520820909,0.5505968928337097,True
MODIS,0.134325,0.6249651830165986,0.0917209982872009,True
MODIS,0.11481428571428572,0.7733446091616343,0.0923542976379394,True
MODIS,0.2361375,0.0001586580443201,0.432850956916809,True
MODIS,0.17145,0.186840850478478,0.7317425608634949,True
MODIS,0.03375,1.2327639047396368,0.3350915014743805,True
MODIS,0.29735999999999996,0.872261649897442,0.03517788648605341,True
MODIS,0.25515,0.1843684033656695,0.1969748139381408,True
MODIS,0.08549999999999995,1.3461913573864437,0.5391039252281189,True
MODIS,0.03329999999999995,2.4702959832252613,0.0828459262847901,True
MODIS,0.05894999999999995,1.310768191044157,0.11057192087173462,True
MODIS,0.05219999999999995,0.6153581474895361,0.19923907518386846,True
MODIS,0.036,3.145206778695932,0.2555429935455323,True
MODIS,0.0909,0.1121132572093565,0.736173152923584,True
MODIS,0.03195,1.1236650102708152,0.2027897238731384,True
MODIS,0.030899999999999966,0.6869602339179359,0.0673342943191528,True
MODIS,0.04815,0.9150893749903076,0.025247931480407715,True
MODIS,0.0405,0.0606975970563258,0.1103917360305786,True
MODIS,0.06435,0.3144822594778056,0.1977143287658691,True
MODIS,0.33894,0.9546868718782756,0.010754704475402804,True
MODIS,0.0486,0.8764327227323939,0.5003558397293091,True
MODIS,0.20088,0.4475920830946933,0.08150410652160639,True
MODIS,0.1611,0.4321929572134318,0.2116105556488037,True
MODIS,0.17700000000000002,0.2910614407730623,0.3622406721115112,True
MODIS,0.5005421052631579,3.456420448635712,0.8232918977737426,True
MODIS,0.2331,0.2406051416056594,0.30920028686523426,True
MODIS,0.1755,0.1173016885460051,0.0944981575012207,True
MODIS,0.08775,0.2065318514308316,0.0988361239433288,True
MODIS,0.3366,0.0653926178397889,0.4410153031349182,True
MODIS,0.12269999999999999,0.5557911829066765,0.0634881854057312,True
MODIS,0.19394999999999998,1.3312662380802422,0.20890796184539795,True
MODIS,0.0098999999999999,1.4128293439219943,0.23599600791931152,True
MODIS,0.23895,0.5527972840216027,0.4593467712402344,True
MODIS,0.3893538461538461,0.1506852561712366,0.4093388319015503,True
MODIS,0.0144,0.5157686306622797,0.1041252613067627,True
MODIS,0.0171,0.1775477599187844,0.3160938024520874,True
MODIS,0.23490000000000003,0.4376158151214136,0.3532981872558594,True
MODIS,0.07695,0.8957693906045947,0.02032840251922599,True
MODIS,0.40932,0.1179522783894223,0.2183965444564819,True
MODIS,0.1229625,0.1236677849872813,0.1431585252285003,True
MODIS,0.080775,0.7084096656141373,0.4113670587539672,True
MODIS,0.31731923076923074,0.1868731788615948,0.3974349796772003,True
MODIS,0.2887875,0.8364436151526777,0.010796904563903795,True
MODIS,0.1299,0.4752218293852612,0.35037684440612793,True
MODIS,0.0098999999999999,0.0807238773618182,0.6581996977329254,True
MODIS,0.407325,0.4195659790589908,0.4578772783279419,True
MODIS,0.36045,0.2680546630149291,0.389065146446228,True
MODIS,0.3458,2.8525962651936214,0.42264974117279064,True
MODIS,0.2944125,0.1522604517141516,0.3889287710189819,True
MODIS,0.29745,0.0001056311125561,0.2888755798339844,True
MODIS,0.17254285714285714,0.4074503175778454,0.1893796920776367,True
MODIS,0.1059,0.5006554270033806,0.08099365234375,True
MODIS,0.4860333333333333,0.1704323497006389,0.6913946866989136,True
MODIS,0.1125,0.2216331757679536,0.1508499383926391,True
MODIS,0.10305,0.0848124694517515,0.2856724858283996,True
MODIS,0.29552142857142855,0.8316934938698183,0.33696073293685913,True
MODIS,0.30267,1.939644814717233,0.2191773056983948,True
MODIS,0.09,0.0923415322895525,0.3819407224655151,True
MODIS,0.113925,0.6768751458812549,0.05233597755432129,True
MODIS,0.2588441860465116,0.3118492848342084,0.0950626134872436,True
MODIS,0.2687727272727273,0.3346025348431566,0.8120133876800537,True
MODIS,0.0387,0.4531356932181998,0.3589193522930145,True
MODIS,0.06659999999999995,0.8736108977356675,0.6250490546226501,True
MODIS,0.09234,1.689054631416639,0.09654867649078369,True
MODIS,0.10067142857142856,0.5011821979527593,0.1991786956787109,True
MODIS,0.15919411764705882,0.8364776429874649,0.1616389453411102,True
MODIS,0.10475999999999999,0.031186838125782,0.1927290558815002,True
MODIS,0.07177499999999998,0.9453957758774348,0.0095489621162414,True
MODIS,0.0612,3.4666260161544837,0.294262707233429,True
MODIS,0.24754,0.2441410903686489,0.1205110251903534,True
MODIS,0.075,0.1618208619493058,0.0946528911590576,True
MODIS,0.21389999999999998,0.1746306653626969,0.3845359086990356,True
MODIS,0.499725,0.0929105523428944,0.5379297733306885,True
MODIS,0.20943,2.1358523009578008,0.255683422088623,True
MODIS,0.1314,1.0920418604278188,0.1130079925060272,True
MODIS,0.27819,1.0476010895702723,0.011836171150207603,True
MODIS,0.16515,1.473348459562844,0.15894210338592518,True
MODIS,0.09972,1.101490833418977,0.023542016744613703,True
MODIS,0.0813375,1.0193326800615037,0.38652673363685597,True
MODIS,0.050039999999999994,7.464277265333491,0.5980609655380249,True
MODIS,0.0432,0.3986173459792163,0.2558039426803589,True
MODIS,0.14235,0.3609263996920268,0.055926144123077295,True
MODIS,0.39354,0.3136081980308288,0.2533555626869201,True
MODIS,0.0595,0.6045908342406405,0.15312319993972778,True
MODIS,0.19890000000000002,0.5157981245957692,0.029248774051666197,True
MODIS,0.0387,0.3411643535085934,0.3401106297969818,True
MODIS,0.0875,0.9463520338384552,0.4887514114379883,True
MODIS,0.2007,0.7162651165890382,0.1704878807067871,True
MODIS,0.16815,0.503324143597869,0.2783621847629547,True
MODIS,0.036,0.2497070785497523,1.005275011062622,True
MODIS,0.0765,0.0857450507940727,0.9820353388786316,True
MODIS,0.0306,0.4594792561141405,0.1494975090026855,True
MODIS,0.37047857142857143,0.4352398532201377,0.6444608569145203,True
MODIS,0.1356230769230769,1.958700984144331,0.1713917255401611,True
MODIS,0.1637,0.2115370393519913,0.1489582061767577,True
MODIS,0.0054,0.5493899898214264,0.3218631744384765,True
MODIS,0.10049999999999999,0.5801362221994254,0.1599252223968505,True
MODIS,0.41348076923076926,0.1915913533727944,0.0932908058166503,True
MODIS,0.5269,0.355825978979064,0.6039730906486511,True
MODIS,0.47551304347826084,2.0653344699345477,0.4400935173034668,True
MODIS,0.1908,0.2296968460044059,0.3580448031425476,True
MODIS,0.06885,0.2535453802129354,0.4448704719543457,True
MODIS,0.0342,0.2654068487154944,0.1196377873420714,True
MODIS,0.352332,1.3843708158224823,0.12778973579406738,True
MODIS,0.0711,0.1275265420109158,0.2446963787078857,True
MODIS,0.0171,0.3696387878983526,0.1336573362350463,True
MODIS,0.17964642857142857,0.9321055259938276,0.02629142999649048,True
MODIS,0.24165,0.5633939975317702,0.6270487904548645,True
MODIS,0.0819,0.086874665977455,0.2817912697792053,True
MODIS,0.04949999999999995,0.1431087042783529,0.3019630312919616,True
MODIS,0.5046,0.4254450910969795,0.1298726201057434,True
MODIS,0.19314,0.3195795215877791,0.1411307454109191,True
MODIS,0.0072,1.9246063772488815,0.07648402452468869,True
MODIS,0.07604999999999995,0.4857545417217748,0.059493303298950195,True
MODIS,0.0072,1.469777162933809,0.13223832845687872,True
MODIS,0.513675,0.0512926927555304,0.4315849542617798,True
MODIS,0.303525,0.0665365921032683,0.3709168136119842,True
MODIS,0.0711,0.1605698234555269,0.8445828557014465,True
MODIS,0.4426875,0.0317419278578996,0.4632375836372375,True
MODIS,0.30619999999999997,1.1662204281288977,0.1962442398071289,True
MODIS,0.08775,0.6569422988967628,0.16939413547515858,True
MODIS,0.0332999999999999,0.2060129591884976,0.1497838497161865,True
MODIS,0.0072,0.0430456473939964,0.4240885376930237,True
MODIS,0.05445,1.2511149994439363,0.2609856724739074,True
MODIS,0.0791999999999999,0.2684056571190945,0.5535039901733398,True
MODIS,0.0144,0.1426059591646334,0.2104525566101074,True
MODIS,0.5668363636363636,0.3703388889774675,0.8657723069190979,True
MODIS,0.031200000000000002,0.2812879079305596,0.38800132274627686,True
MODIS,0.057600000000000005,2.529640584613264,0.1613406538963318,True
MODIS,0.5279844155844156,0.0860924076715245,0.2412928938865661,True
MODIS,0.17625000000000002,1.9359865190790613,0.0580073595046998,True
MODIS,0.3595,0.0047689828348455,0.7008360028266907,True
MODIS,0.5684142857142856,0.2473706105205858,0.2968180775642395,True
MODIS,0.3924692307692308,1.6516801068153988,0.10140335559844971,True
MODIS,0.25272,1.6005131610132062,0.0474563837051392,True
MODIS,0.5086125,0.62097777329379,0.1716705560684204,True
MODIS,0.36530999999999997,0.1123920600150876,0.7337548732757568,True
MODIS,0.14904,0.1522413228284153,0.469876766204834,True
MODIS,0.5143090909090909,0.1163300175020551,0.8230646252632141,True
MODIS,0.01575,0.6374738218581192,0.6100319623947144,True
MODIS,0.10035,0.1017152480792737,0.5090397000312805,True
MODIS,0.1188,1.3404888393886225,0.6520302295684814,True
MODIS,0.2304,0.1284225088638114,0.847760796546936,True
MODIS,0.0549,0.0442400888238163,0.7215944528579712,True
MODIS,0.5988724137931034,0.3957207187189727,0.41566020250320435,True
MODIS,0.3443625,0.1408669768981188,0.4473562240600586,True
MODIS,0.20227499999999998,0.2396603975244642,0.315786600112915,True
MODIS,0.270225,0.9457448774688232,0.1713416576385498,True
MODIS,0.20970000000000003,0.2563385848771433,0.2344377040863037,True
MODIS,0.5080833333333333,0.1922540795738639,0.4328211545944214,True
MODIS,0.021,1.6563200351224503,0.0388970077037812,True
MODIS,0.0954,0.0236383013167573,1.0534659624099731,True
MODIS,0.42113076923076925,0.1305681321735918,0.3509186506271362,True
MODIS,0.3914121951219512,0.0370980683045504,0.389712929725647,True
MODIS,0.10665,0.0817005813316847,0.4670774340629577,True
MODIS,0.5592895522388059,0.237507523117865,0.2948989868164062,True
MODIS,0.353925,1.1119605078888033,0.4573224782943725,True
MODIS,0.37431000000000003,0.3810328604333478,0.5654613971710204,True
MODIS,0.12456,1.2226211021702025,0.2221343517303466,True
MODIS,0.52668,0.39611874767484,0.7983561754226685,True
MODIS,0.31878,0.2057894904003266,0.1551709175109863,True
MODIS,0.2818421052631579,1.4385452711685784,0.05964499711990359,True
MODIS,0.25168235294117647,1.080525931466815,0.4951472282409668,True
MODIS,0.2439,0.146822344669572,0.3901386260986328,True
MODIS,0.39502241379310343,0.4716425067146757,0.20113152265548712,True
MODIS,0.08055,0.4164174183834654,0.5395182371139526,True
MODIS,0.26172,0.1871221534329746,0.9915554523468018,True
MODIS,0.53343,0.2463949837933434,0.6510709524154663,True
MODIS,0.22635,0.05255764638368,0.4912246465682983,True
MODIS,0.3429,0.0830449683569424,0.3514534831047058,True
MODIS,0.2709,0.2241297569676265,0.6048828959465027,True
MODIS,0.41436,0.3583710903928299,0.7851358652114868,True
MODIS,0.02385,0.7042951644746722,0.049934804439544705,True
MODIS,0.39053999999999994,0.0126955084437112,0.6686738729476929,True
MODIS,0.29085,0.1283974674595082,0.2252854108810424,True
MODIS,0.2325,2.3032693337622305,0.1614774465560913,True
MODIS,0.0162,0.3388244985610565,0.3131020069122314,True
MODIS,0.14805,2.478756484942855,0.3355981111526488,True
MODIS,0.33591,0.2508365345067211,0.3071597814559936,True
MODIS,0.15318,0.7205097447724993,0.2661680579185485,True
MODIS,0.009,0.2462614983223971,0.6072611808776855,True
MODIS,0.0054,0.2462614983223971,0.6072611808776855,True
MODIS,0.32894999999999996,0.2997354891790272,0.5306124687194824,True
MODIS,0.1782,1.1248047928289095,0.01655411720275879,True
MODIS,0.0135,0.0291569064539075,1.122425556182861,True
MODIS,0.4728886363636363,0.1719218984404278,0.4765431880950928,True
MODIS,0.1143,0.0473798114497143,1.8116981983184814,True
MODIS,0.3384,0.0393693090304621,0.6454192399978638,True
MODIS,0.06209999999999995,0.0988281226950505,0.6064344644546509,True
MODIS,0.41085,0.2705043591317032,0.12462139129638672,True
MODIS,0.0098999999999999,0.2162364192803895,0.48957228660583496,True
MODIS,0.0225,0.2162364192803895,0.48957228660583496,True
MODIS,0.0791999999999999,0.0796932387628722,0.7192893028259277,True
MODIS,0.02115,0.1374580385959406,0.5777907371520996,True
MODIS,0.02609999999999995,0.3402289375406209,0.4424794912338256,True
MODIS,0.48059999999999997,1.3709009211131826,0.09864687919616699,True
MODIS,0.24719999999999998,1.004940926103018,0.0013968944549559992,True
MODIS,0.09269999999999995,0.0106837616487214,0.8155659437179565,True
MODIS,0.38472,1.60958655310345,0.1912541389465332,True
MODIS,0.5933357142857143,0.0743153548509708,0.48257672786712646,True
MODIS,0.4077,0.1853171595594034,0.3439851999282837,True
MODIS,0.1431,0.2723653899871822,0.146302580833435,True
MODIS,0.4959,0.1240588178053925,1.0115431547164917,True
MODIS,0.3215571428571429,0.1613182827457963,0.3414323329925537,True
MODIS,0.0126,0.1720738019370548,0.3372769355773926,True
MODIS,0.055799999999999995,0.25308467055783,0.1473451852798462,True
MODIS,0.2052,0.0375697929825496,0.3152488470077515,True
MODIS,0.1735096153846154,0.1627535334638883,0.1713670492172241,True
MODIS,0.1449,0.5685047639417606,0.0942586660385131,True
MODIS,0.13374,1.6521506966243384,0.5108318328857422,True
MODIS,0.22815,0.4178743695140456,0.7066489458084106,True
MODIS,0.10049999999999999,0.0559731793393469,0.3016843795776367,True
MODIS,0.1476,0.6723504881913286,0.1376971006393432,True
MODIS,0.0171,0.183631213618045,1.4646451473236084,True
MODIS,0.08219999999999997,0.4880665523241072,0.5886773467063904,True
MODIS,0.45384545454545455,0.0657627034068807,0.9435954093933105,True
MODIS,0.2871,0.0788420105014109,0.4528754949569702,True
MODIS,0.10214999999999995,0.0813305386909845,0.4594131708145142,True
MODIS,0.057374999999999975,0.3695312161867606,0.6839277148246765,True
MODIS,0.0162,0.2370073323513339,0.7959198951721191,True
MODIS,0.1842,0.4033216253546844,0.6937999725341797,True
MODIS,0.20475,0.2152885898551952,0.7151328921318054,True
MODIS,0.1494,0.8030131255219021,0.047433793544769315,True
MODIS,0.036,0.249730867754515,0.313226580619812,True
MODIS,0.324,0.2841487975749182,0.23894953727722168,True
MODIS,0.26083636363636364,0.3753895044108382,0.17683404684066772,True
MODIS,0.17801052631578948,1.779297306765411,0.2727375030517578,True
MODIS,0.3085578947368421,0.2367603071464739,0.1218413114547729,True
MODIS,0.13140000000000002,4.220846415683297,0.1924012899398804,True
MODIS,0.1206,2.0039233028783694,0.0601924657821656,True
MODIS,0.3997,0.1890654442908565,0.3393318653106689,True
MODIS,0.21015,0.1143377684790681,0.2729699611663819,True
MODIS,0.0783,0.5129519153754596,0.2092814445495605,True
MODIS,0.22873584905660377,0.1961397637625713,0.3394482135772705,True
MODIS,0.01125,0.7469110480404239,0.03949570655822751,True
MODIS,0.05417999999999999,0.0771874859739527,0.3725128173828125,True
MODIS,0.20009999999999997,0.5856234900912634,0.6710897684097289,True
MODIS,0.2061,0.3539455402191078,0.3551180958747864,True
MODIS,0.0216,0.2755113632655153,0.1947598457336425,True
MODIS,0.31955625,0.6262421912469919,0.4240397810935973,True
MODIS,0.04005,1.0974354557466806,0.15432870388031,True
MODIS,0.0162,0.0099524446377472,0.2899200320243835,True
MODIS,0.13524545454545456,1.2181202265237885,0.37412798404693604,True
MODIS,0.225,0.8181675927357154,0.4189924001693725,True
MODIS,0.0765,0.1094470100931432,0.4924110174179077,True
MODIS,0.09648,0.6012838646344298,0.1322239637374878,True
MODIS,0.0306,1.0500923555657022,0.5079132318496704,True
MODIS,0.0513,2.3109705815060706,0.1978128552436828,True
MODIS,0.0278999999999999,0.6828447815625982,0.07196164131164551,True
MODIS,0.13905,1.0415862961909532,0.4232770204544067,True
MODIS,0.09315,0.4434811318596872,0.1278314590454101,True
MODIS,0.16319999999999998,1.0824358465015795,0.005381405353546198,True
MODIS,0.1098,0.5774761624191542,0.12905442714691162,True
MODIS,0.0098999999999999,1.2989934086260937,0.21582627296447748,True
MODIS,0.42647142857142856,0.4128489281651209,0.398818016052246,True
MODIS,0.01935,0.0892599721992727,0.1854606866836547,True
MODIS,0.0828,0.5285173210761615,0.0775337815284729,True
MODIS,0.0171,1.1393136497134038,0.02685952186584481,True
MODIS,0.0306,0.2183008894363457,0.1586165428161621,True
MODIS,0.3806470588235294,0.0205765188686776,0.8948060274124146,True
MODIS,0.202725,0.5184109735496217,0.1031941175460815,True
MODIS,0.38115000000000004,0.2443651063555132,0.4119716882705688,True
MODIS,0.20727,0.2285052388458238,0.09476590156555179,True
MODIS,0.0774,0.9211407900024712,0.4504024982452392,True
MODIS,0.38336666666666663,0.3559365162343779,0.2781484127044678,True
MODIS,0.5010652173913044,0.4769894522694222,0.388713002204895,True
MODIS,0.175725,0.36809546131494,0.5507872700691223,True
MODIS,0.3505909090909091,0.5864891099021263,0.12503832578659063,True
MODIS,0.2719421052631579,0.1420055419161461,0.4651345014572143,True
MODIS,0.28845,0.7685136200772978,0.3027670979499816,True
MODIS,0.11205,0.4252295491011025,0.258232593536377,True
MODIS,0.03825,2.2376709642533115,0.0922009348869324,True
MODIS,0.05534999999999995,1.9653306915918147,0.0605103373527527,True
MODIS,0.35195,0.1047035240050594,0.2613394260406494,True
MODIS,0.22516363636363634,0.687794976851349,0.0576257705688476,True
MODIS,0.12104999999999995,2.0120397184155263,0.0592446923255921,True
MODIS,0.43838571428571427,0.272915983272983,0.40332204103469854,True
MODIS,0.16765714285714287,0.1799158712398385,0.2788926362991333,True
MODIS,0.0486,0.3133305944024159,0.1174064874649047,True
MODIS,0.2289,0.0927529437692641,0.1136128902435302,True
MODIS,0.2584,0.3067386097698872,0.4281156063079834,True
MODIS,0.1839375,0.288158859960744,0.1437888145446777,True
MODIS,0.018,0.2506792358432368,0.3833365440368653,True
